datetime,symbol,open,high,low,close,volume,bullish_fvg,bearish_fvg,buy_side_sweep,sell_side_sweep,bullish_mss,bearish_mss
2026-05-16 04:35:00,OANDA:XAUUSD,4541.325,4542.1,4539.41,4540.865,1482.0,False,False,False,False,False,False
2026-05-16 04:40:00,OANDA:XAUUSD,4540.84,4541.615,4539.33,4540.705,1442.0,False,False,False,False,False,False
2026-05-16 04:45:00,OANDA:XAUUSD,4540.72,4541.77,4538.3,4538.5,1729.0,False,True,False,False,False,True
2026-05-16 04:50:00,OANDA:XAUUSD,4538.52,4538.955,4536.78,4538.555,1983.0,False,False,False,False,False,False
2026-05-16 04:55:00,OANDA:XAUUSD,4538.525,4540.9,4537.81,4540.645,1137.0,True,False,False,False,True,False
2026-05-18 06:00:00,OANDA:XAUUSD,4545.805,4546.035,4545.195,4545.49,67.0,True,False,True,False,True,False
2026-05-18 06:05:00,OANDA:XAUUSD,4545.5,4554.915,4545.395,4553.255,2543.0,True,False,True,False,True,False
2026-05-18 06:10:00,OANDA:XAUUSD,4553.23,4554.695,4547.655,4548.4,1978.0,False,False,False,False,False,False
2026-05-18 06:15:00,OANDA:XAUUSD,4548.415,4550.05,4544.18,4544.82,1385.0,False,True,False,False,False,True
2026-05-18 06:20:00,OANDA:XAUUSD,4544.825,4546.505,4538.175,4545.43,1995.0,False,False,False,False,False,False
2026-05-18 06:25:00,OANDA:XAUUSD,4545.315,4545.7,4538.855,4541.145,933.0,False,False,False,False,False,False
2026-05-18 06:30:00,OANDA:XAUUSD,4541.13,4551.26,4541.03,4544.65,1657.0,False,False,False,False,False,False
2026-05-18 06:35:00,OANDA:XAUUSD,4544.645,4552.905,4544.645,4551.25,1764.0,False,False,False,False,False,False
2026-05-18 06:40:00,OANDA:XAUUSD,4551.105,4553.91,4547.945,4549.92,2030.0,False,False,True,False,False,False
2026-05-18 06:45:00,OANDA:XAUUSD,4549.68,4554.46,4549.44,4551.77,1820.0,False,False,True,False,False,False
2026-05-18 06:50:00,OANDA:XAUUSD,4551.76,4552.005,4546.97,4547.115,1993.0,False,False,False,False,False,True
2026-05-18 06:55:00,OANDA:XAUUSD,4547.11,4550.02,4543.67,4546.05,2272.0,False,False,False,False,False,True
2026-05-18 07:00:00,OANDA:XAUUSD,4546.06,4548.035,4543.755,4545.46,1583.0,False,False,False,False,False,False
2026-05-18 07:05:00,OANDA:XAUUSD,4545.41,4545.415,4539.56,4541.725,2079.0,False,False,False,True,False,True
2026-05-18 07:10:00,OANDA:XAUUSD,4541.7,4546.0,4540.185,4541.63,2094.0,False,False,False,False,False,False
2026-05-18 07:15:00,OANDA:XAUUSD,4541.665,4543.525,4538.755,4539.77,1484.0,False,False,False,True,False,True
2026-05-18 07:20:00,OANDA:XAUUSD,4539.86,4544.785,4539.86,4541.89,1685.0,False,False,False,False,False,False
2026-05-18 07:25:00,OANDA:XAUUSD,4541.885,4543.895,4538.115,4538.275,2636.0,False,True,False,True,False,True
